market,category,subcategory,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,Destacados,La Dietética,ARG,Queso La Serenísima cremón light pote 280 g. ,"$ 464,80",,,
Carrefour,Destacados,La Dietética,ARG,Queso cremón La Serenísima original pote 280 g. ,"$ 464,80",,,
Carrefour,Destacados,La Dietética,ARG,Leche entera La Serenísima uat fortificada 3% tetra 200 cc. ,"$ 199,50",,,
Carrefour,Destacados,La Dietética,ARG,Galletitas dulces sin tacc c/ chips choco Kapac 200 g. ,"$ 399,00",,,
Carrefour,Destacados,La Dietética,ARG,Bizcochuelo sin TACC chocolate Kapac 500 g. ,"$ 745,00",,,
Carrefour,Destacados,La Dietética,ARG,Bizcochos de arroz salados Gallo sin TACC 100 g. ," 280,00","$ 182,00c/u",2do al 70% Max 6 Unidades Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/312405-170-170?v=1767617247&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Alfajor de arroz Vauquita mousse dulce de leche y chocolate sin TACC 28 g. ,"$ 138,00",,,
Carrefour,Destacados,La Dietética,ARG,Tostadas de arroz Carrefour aireadas sin TACC 110 g. ," 152,00","$ 141,36c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/183075-170-170?v=1767619008&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Fideos spaghetti Barilla gluten free 400 g. sin TACC ,"$ 2.480,00",,,
Carrefour,Destacados,La Dietética,ARG,Fideos penne rigate Barilla sin TACC 400 g. ,"$ 2.225,00",,,
Carrefour,Destacados,La Dietética,ARG,Alfajor de arroz Vauquita mousse limón sin TACC 28 g. ,"$ 138,00",,,
Carrefour,Destacados,La Dietética,ARG,Tostadas Schar torradas sin TACC 87 g. ,"$ 605,00",,,
Carrefour,Destacados,La Dietética,ARG,Pepas sin TACC con membrillo Smams paquete 150 g. ,"$ 240,00",,,
Carrefour,Destacados,La Dietética,ARG,Daditos de arroz rellenos Lulemuu mani sin TACC 120 g. ,"$ 206,00",,,
Carrefour,Destacados,La Dietética,ARG,Oblea de chocolate Lulemuu sin TACC 15 g. ,"$ 89,60",,,
Carrefour,Destacados,La Dietética,ARG,Cubanitos de arroz Repop mani sin TACC 18 g. ,"$ 94,50",,,
Carrefour,Destacados,La Dietética,ARG,Galletitas de arroz Gallo Snacks queso sin TACC 50 g. ,"$ 207,00",,,
Carrefour,Destacados,La Dietética,ARG,Tostadas de arroz Criollitas sin TACC 110 g. ,"$ 339,90",,,
Carrefour,Destacados,La Dietética,ARG,Mini merengue La Amistad de colores sin TACC 100 grs. ,"$ 170,50",,,
Carrefour,Destacados,La Dietética,ARG,Merengue La Amistad mediano color sin TACC 100 grs. ,"$ 147,50",,,
Carrefour,Destacados,La Dietética,ARG,Mini merengue La Amistad de colores 100 grs. ,"$ 171,50",,,
Carrefour,Destacados,La Dietética,ARG,Merengue La Amistad mediano color 100 grs. ,"$ 165,50",,,
Carrefour,Destacados,La Dietética,ARG,Galletitas Vai colegial smams sin TACC 150 g. ,"$ 213,50",,,
Carrefour,Destacados,La Dietética,ARG,Postre Carrefour a base de pasta de maní barra sin TACC 30 g. ," 60,00","$ 54,60c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233282-170-170?v=1767617278&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Ravioles Leofanti s TACC calabaza con queso al huevo 360 g. ,"$ 709,00",,,
Carrefour,Destacados,La Dietética,ARG,Barrita de arroz Lulemuu bañada limon sin TACC 12 g. ,"$ 84,40",,,
Carrefour,Destacados,La Dietética,ARG,Ravioles Leofanti sin TACC espinaca y ricota al huevo 360 g. ,"$ 681,00",,,
Carrefour,Destacados,La Dietética,ARG,Ravioles Leofanti s TACC jamon muzzarella al huevo 360 g. ,"$ 709,00",,,
Carrefour,Destacados,La Dietética,ARG,Ravioles Leofanti s TACC ricota al huevo 360 g. ,"$ 681,00",,,
Carrefour,Destacados,La Dietética,ARG,Bizcochuelo Exquisita vainilla sin TACC 450 g. ,"$ 596,00",,,
Carrefour,Destacados,La Dietética,ARG,Bizcochuelo Exquisita chocolate sin TACC 450 g. ,"$ 636,00",,,
Carrefour,Destacados,La Dietética,ARG,Harina de almendras Dicomere doy pack sin TACC 200 g. ,"$ 1.660,00",,,
Carrefour,Destacados,La Dietética,ARG,Fideos mix tirabuzon Matarazzo sin TACC 500 g. ,"$ 368,00",,,
Carrefour,Destacados,La Dietética,ARG,Fideos mix penne rigate Matarazzo sin TACC 500 g. ,"$ 407,00",,,
Carrefour,Destacados,La Dietética,ARG,Alfajor Donn arroz marroc sin TACC pack x 3 uni ,"$ 305,00",,,
Carrefour,Destacados,La Dietética,ARG,Bizcochuelo de chocolate Torta En Taza fp sin TACC 70 g. ,"$ 150,50",,,
Carrefour,Destacados,La Dietética,ARG,Bizcochuelo de vainilla Torta En Taza fp sin TACC 70 g. ,"$ 150,50",,,
Carrefour,Destacados,La Dietética,ARG,Barra de arroz Crowie marroc pack sin TACC12 g. x 3 un. ,"$ 234,00",,,
Carrefour,Destacados,La Dietética,ARG,Yerba mate sabor naranja Carrefour sin TACC 500 g. ," 413,00","$ 359,31c/u",Mi CRF 13%,https://carrefourar.vtexassets.com/arquivos/ids/233299-170-170?v=1767615530&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Yerba mate con palo Carrefour sin TACC 500 g. ," 337,00","$ 306,67c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233300-170-170?v=1767616040&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Yerba mate sabor a menta Carrefour sin TACC 500 g. ," 413,00","$ 359,31c/u",Mi CRF 13%,https://carrefourar.vtexassets.com/arquivos/ids/233302-170-170?v=1767615951&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Yerba mate Carrefour sin TACC Selection caja 500 g. ," 534,00","$ 496,62c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/233326-170-170?v=1767615525&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Té verde en saquitos Carrefour sin TACC x 25 un. ," 137,00","$ 126,04c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/233327-170-170?v=1767615558&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Té en saquitos Carrefour sin TACC x 25 un. ," 76,00","$ 69,16c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233303-170-170?v=1767615876&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Té en saquitos Carrefour sin TACC x 100 un. ," 277,00","$ 249,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233305-170-170?v=1767615753&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Mate cocido en saquitos Carrefour sin TACC x 50 un. ," 224,00","$ 201,60c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233307-170-170?v=1767615911&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Mate cocido en saquitos Carrefour sin TACC x 25 un. ," 111,00","$ 99,90c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233306-170-170?v=1767615988&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Crema de leche uat 36 sin TACC Las Tres Niñas 500 cc. ,"$ 585,00",,,
Carrefour,Destacados,La Dietética,ARG,Crema de leche uat 20 sin TACC Las Tres Niñas 200 cc. ,"$ 268,00",,,
Carrefour,Destacados,La Dietética,ARG,Crema de leche uat 36 sin TACC Las Tres Niñas 200 cc. ,"$ 271,00",,,
Carrefour,Destacados,La Dietética,ARG,Crema de leche uat 20 sin TACC Las Tres Niñas 500 cc. ,"$ 584,00",,,
Carrefour,Destacados,La Dietética,ARG,Alimento vegetal bebible con maní La Serenísima sin TACC 1 l. ," 531,00","$ 318,60c/u",2do al 80% Max 24 Unidades Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/204397-170-170?v=1767615424&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Comidas listas Mole arroz al curry 200 g. ,"$ 393,00",,,
Carrefour,Destacados,La Dietética,ARG,Comidas listas risotto napolitano Mole 200 g. ,"$ 406,00",,,
Carrefour,Destacados,La Dietética,ARG,Comidas listas polenta mediterránea Mole 200 g. ,"$ 381,00",,,
Carrefour,Destacados,La Dietética,ARG,Medallón Granja Del Sol quínoa y espinaca veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179419-170-170?v=1767617502&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Medallón Granja Del Sol cebolla y arroz veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179444-170-170?v=1767617397&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Medallón Granja del Sol calabaza y garbanzo veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179432-170-170?v=1767617501&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Medallón Granja Del Sol lentejas y arroz veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179438-170-170?v=1767618945&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Alimento bebible a base de almendras La Serenísima 1 l. ," 578,00","$ 346,80c/u",2do al 80% Max 24 Unidades Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/274899-170-170?v=1767617667&width=170&height=170&aspect=true
Carrefour,Destacados,La Dietética,ARG,Helado Haulani leche de coco maracuya caja x 3 uni ,"$ 1.135,00",,,
Carrefour,Destacados,La Dietética,ARG,Helado Haulani leche de coco ananá jengibre caja x 3 uni ,"$ 1.135,00",,,
Carrefour,Destacados,La Dietética,ARG,Helado Haulani leche de coco frambuesa caja x 3 uni ,"$ 1.135,00",,,
Carrefour,Destacados,La Dietética,ARG,Helado de banana split NotIceCream® 330 g. ,"$ 1.135,00",,,
Carrefour,Destacados,La Dietética,ARG,Helado de dulce de leche tentación NotIceCream® 330 g. ,"$ 1.110,00",,,
Carrefour,Destacados,La Dietética,ARG,Ravioles Leofanti sin TACC mediterraneos veganos 360 g. ,"$ 681,00",,,
Carrefour,Destacados,La Dietética,ARG,Ravioles Leofanti s TACC calabaza sin lactosa veganos 360 g. ,"$ 681,00",,,
Carrefour,Destacados,La Dietética,ARG,Helado Haulani leche coco banana split pote 415 g. ,"$ 999,00",,,
Carrefour,Destacados,La Dietética,ARG,Helado de frutillas con crema NotIceCream® 330 g. ,"$ 1.140,00",,,
Carrefour,Destacados,La Dietética,ARG,Barra de arándanos almendra Zafrán sin TACC 22 g. x 3 uni ,"$ 426,00",,,
Carrefour,Destacados,La Dietética,ARG,Barra de chocolate y quinoa Zafrán sin TACC 23 g. x 3 uni ,"$ 426,00",,,
Carrefour,Destacados,La Dietética,ARG,Medallón veggies Green Life espinaca pimiento 190 g. x 2 uni ,"$ 325,00",,,
Carrefour,Destacados,La Dietética,ARG,Medallón veggies Green Life arveja brócoli 190 g. x 2 uni ,"$ 335,00",,,
Carrefour,Destacados,La Dietética,ARG,Medallón veggies Green Life lenteja zanahoria 190 g. x 2 uni ,"$ 335,00",,,
Carrefour,Destacados,La Dietética,ARG,Harina de algarroba Dicomere doy pack 200 g. ,"$ 807,00",,,
Carrefour,Destacados,La Dietética,ARG,Harina de coco Dicomere doy pack 200 g. ,"$ 908,00",,,
Carrefour,Destacados,La Dietética,ARG,Soja texturizada Dicomere paquete 350 g. ,"$ 236,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Lomitos de atún Carrefour al natural 170 g. ,"$ 345,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Lomitos de atún Carrefour en aceite 170 g. ,"$ 345,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Leche descremada larga vida Carrefour 1 l. ," 219,00","$ 201,48c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/178336-170-170?v=1767615052&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Leche entera larga vida Carrefour 1 l. ," 219,00","$ 201,48c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/178223-170-170?v=1767614903&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Puré de tomate Carrefour 520 g. ," 118,00","$ 110,92c/u",Mi CRF 6 %,https://carrefourar.vtexassets.com/arquivos/ids/188708-170-170?v=1767616215&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Rollo de cocina Carrefour 3 x 50 paños ," 381,00","$ 342,90c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/183863-170-170?v=1767615965&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Leche descremada fresca Carrefour sachet ," 167,00","$ 151,97c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/178330-170-170?v=1767615558&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Soda Carrefour sifón 2 l. ," 229,00","$ 194,65c/u",Mi CRF 15%,https://carrefourar.vtexassets.com/arquivos/ids/171509-170-170?v=1767611542&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Queso feteado Carrefour danbo  200 g. ,"$ 535,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Hamburguesa Carrefour clásica 20 u. ," 3.562,00","$ 3.241,42c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/176907-170-170?v=1767505603&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas pepas Carrefour 500 g. ," 270,00","$ 245,70c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/175944-170-170?v=1767614493&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Papel higiénico hoja simple Carrefour 4 x 80 m. ," 800,00","$ 720,00c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/180733-170-170?v=1767616250&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Azúcar común Carrefour tipo A bolsa 1 kg. ," 254,00","$ 231,14c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233106-170-170?v=1767338899&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Aceite de oliva Carrefour extra virgen 500 cc. ," 1.084,00","$ 975,60c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/167037-170-170?v=1767615543&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Agua mineral sin gas Carrefour 2 l. ," 126,00","$ 115,92c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/171490-170-170?v=1767616133&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Rollo de cocina Carrefour maxi blanco x 200 paños ," 427,00","$ 397,11c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/233283-170-170?v=1767616275&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Rollo de cocina Carrefour 3 x 40 paños ," 335,00","$ 304,85c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/183775-170-170?v=1767616301&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas light Carrefour 200 g. ,"$ 223,50",,,
Carrefour,Destacados,Productos Carrefour,ARG,Papel higiénico hoja simple Carrefour 6 x 90 m. ," 1.290,00","$ 1.173,90c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/180633-170-170?v=1767615763&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Piedras sanitarias para gatos Carrefour 3.6 kg. ,"$ 836,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Puré de papas instantáneo Carrefour 100 g. ,"$ 140,60",,,
Carrefour,Destacados,Productos Carrefour,ARG,Huevos color Carrefour extra 12 u. ," 647,00","$ 588,77c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/176750-170-170?v=1767615544&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Duraznos amarillos en mitades Carrefour Light 800 g. ,"$ 488,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Puré de papas instantáneo Carrefour 200 g. ," 308,00","$ 280,28c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/180294-170-170?v=1767616276&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Toallitas húmedas Carrefour bebé extra suaves 70 u. ," 687,00","$ 618,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/193115-170-170?v=1767597451&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Papel higiénico hoja simple Carrefour 4 x 30 m. ," 345,00","$ 310,50c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/180728-170-170?v=1767616240&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Mix de frutos secos power 500 g. ,"$ 1.080,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Papas noisettes Carrefour 500 g. ," 448,00","$ 412,16c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/233030-170-170?v=1767616083&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas pepas Carrefour 300 g. ," 227,00","$ 211,11c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/175800-170-170?v=1767615787&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Palmitos en trozos Carrefour lata 400 g. ," 499,00","$ 459,08c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/188426-170-170?v=1767615792&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas clásicas Carrefour 200 g. ,"$ 223,50",,,
Carrefour,Destacados,Productos Carrefour,ARG,Tomate triturado Carrefour 970 cc. ," 436,00","$ 392,40c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/188137-170-170?v=1767615058&width=170&height=170&aspect=true
Carrefour,Destacados,Productos Carrefour,ARG,Barrita de cereal Carrefour frutilla 6 u. ," 453,00","$ 407,70c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Duraznos Carrefour cubeteados 820 g. ," 488,00","$ 444,08c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas dulces Carrefour chocolate 230 g. ," 211,00","$ 189,90c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Tomate perita Carrefour 400 g. ," 137,00","$ 124,67c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Jabón líquido para ropa Carrefour 3 l. ," 1.001,00","$ 900,90c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Edulcorante líquido con stevia Carrefour 500 cc. ," 477,00","$ 429,30c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Lentejas ,"$ 590,00",,,
Carrefour,Destacados,Productos Carrefour,ARG,Alcohol etilico Carrefour 1 l. ," 428,00","$ 385,20c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Paté de foie Carrefour 90 g. ," 110,00","$ 100,10c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas de arroz Carrefour aireadas sin TACC 110 g. ," 152,00","$ 141,36c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Huevos blancos Carrefour 6 u. ," 299,00","$ 272,09c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Papel higiénico doble hoja Carrefour 4 x 30 m. ," 465,00","$ 418,50c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Jabón en pan Carrefour 2 u. x 200 g. ," 265,00","$ 238,50c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Chocolate para taza Carrefour 100 g. ," 254,00","$ 228,60c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas Carrefour multicereal con avena y chips 186 g. ," 192,00","$ 178,56c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Protectores diarios Carrefour anatómicos 80 u. ," 476,00","$ 433,16c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Limpiador líquido Carrefour lavanda 4 l. ," 467,00","$ 429,64c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Tostadas de arroz Carrefour clásicas 150 g. sin TACC ," 198,00","$ 182,16c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Caballa en aceite Carrefour lata 380 g. ," 623,00","$ 548,24c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Pilas alcalinas Carrefour LR03 tipo AAA 4+4 ," 1.008,30","$ 756,22c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Coctel Carrefour cinco frutas 820 g. ," 544,00","$ 500,48c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Galletitas Carrefour azucaradas limón 250 g. ," 171,00","$ 153,90c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Mate cocido en saquitos Carrefour sin TACC x 50 un. ," 224,00","$ 201,60c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Garbanzos secos remojados Carrefour 340 g. ," 114,00","$ 104,88c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Barrita de cereal Carrefour manzana 6 u. ," 453,00","$ 407,70c/u",,
Carrefour,Destacados,Productos Carrefour,ARG,Puré de papas y zapallo instantáneo Carrefour 100 g. ," 294,00","$ 270,48c/u",,
